# Program:featureCounts v2.0.1; Command:"/opt/subread-2.0.1-Linux-x86_64/bin/featureCounts" "-p" "-T" "10" "-a" "genes/chrX.gtf" "-o" "featurecounts_out/all_featureCountx.txt" "sorted_bam/ERR188044.bam" "sorted_bam/ERR188104.bam" "sorted_bam/ERR188234.bam" "sorted_bam/ERR188245.bam" "sorted_bam/ERR188257.bam" "sorted_bam/ERR188273.bam" "sorted_bam/ERR188337.bam" "sorted_bam/ERR188383.bam" "sorted_bam/ERR188401.bam" "sorted_bam/ERR188428.bam" "sorted_bam/ERR188454.bam" "sorted_bam/ERR204916.bam" 
Geneid	Chr	Start	End	Strand	Length	sorted_bam/ERR188044.bam	sorted_bam/ERR188104.bam	sorted_bam/ERR188234.bam	sorted_bam/ERR188245.bam	sorted_bam/ERR188257.bam	sorted_bam/ERR188273.bam	sorted_bam/ERR188337.bam	sorted_bam/ERR188383.bam	sorted_bam/ERR188401.bam	sorted_bam/ERR188428.bam	sorted_bam/ERR188454.bam	sorted_bam/ERR204916.bam
NM_001163335	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	38006582;38031000;38033534;38054213;38072047;38073590;38076567;38089446;38094295;38096134;38102342;38106593;38108600;38110321;38120358;38122080;38125298;38126588	38006668;38031090;38034008;38054422;38072162;38073698;38076701;38089587;38094424;38096234;38102434;38106771;38108699;38110482;38120466;38122215;38125506;38128820	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4817	0	0	0	0	0	0	0	0	0	0	0	0
NR_038968	chrX;chrX;chrX;chrX	39304956;39307642;39321769;39327223	39306167;39307900;39321930;39327362	-;-;-;-	1773	0	0	1	0	0	0	0	0	0	0	0	0
NM_001123384	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	40051246;40053886;40054256;40055368;40057155;40062139;40062746;40063608;40064336;40070973;40072349;40076454;40077844;40177007	40052400;40054042;40054333;40055513;40057321;40062393;40063071;40063850;40064599;40071159;40075180;40076532;40077969;40177329	-;-;-;-;-;-;-;-;-;-;-;-;-;-	6338	0	0	0	0	0	0	0	0	0	0	0	0
NM_001123383	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	40051246;40053886;40054256;40055368;40057155;40062139;40062746;40063608;40064336;40070973;40071637;40072349;40076454;40077844;40177007	40052400;40054042;40054333;40055513;40057321;40062393;40063071;40063850;40064599;40071159;40071690;40075180;40076532;40077969;40177329	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6392	0	0	0	0	0	0	0	0	0	0	0	0
NM_144970	chrX;chrX;chrX;chrX;chrX;chrX;chrX	40626921;40630614;40636533;40637007;40639009;40647007;40647305	40630162;40630773;40636712;40637156;40639128;40647141;40647567	-;-;-;-;-;-;-	4250	1490	1515	1993	938	984	757	1519	1206	1808	1324	1276	1850
NM_001039590	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	41085635;41123471;41129000;41131457;41134725;41136804;41140656;41140966;41141293;41143291;41144522;41148369;41150921;41152948;41162790;41165872;41167482;41168007;41169995;41170470;41171838;41183998;41184397;41186517;41187992;41189309;41196251;41196592;41197364;41198528;41201060;41205303;41210509;41214568;41215899;41217220;41218372;41219102;41223217;41224742;41225049;41229253;41229567;41230501;41232387	41086109;41123724;41129145;41131536;41134837;41137022;41140771;41141217;41141431;41143443;41144626;41148575;41151057;41153081;41162877;41166214;41167577;41168218;41170235;41170619;41171958;41184128;41184675;41186642;41188117;41189475;41196359;41196738;41197510;41198750;41201280;41205493;41210682;41214709;41216652;41217343;41218597;41219231;41223402;41224962;41225137;41229409;41229827;41230596;41236579	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12401	0	0	1	2	0	0	1	0	0	0	0	1
NM_001126054	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	41514936;41523951;41531007;41534706;41534893;41542691;41553719;41555600;41559779;41561559;41569668;41578340;41586907;41589515;41609904;41622617;41626604;41636578;41660439;41665277;41671428;41739384;41745524;41787178;41853115;41922930	41520596;41524034;41531209;41534786;41534958;41542806;41553915;41555635;41559847;41561644;41569746;41578528;41586987;41589592;41610025;41622634;41626703;41636661;41660561;41665452;41671530;41739456;41745601;41787283;41853227;41923034	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8227	0	0	0	0	0	0	0	0	0	0	0	0
NM_001126055	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	41514936;41523951;41531007;41534706;41534893;41542691;41553719;41555600;41559779;41561559;41569668;41578340;41586907;41589515;41609904;41626604;41636578;41660439;41665277;41671428;41739384;41745524;41787178;41853115;41922930	41520596;41524034;41531209;41534786;41534973;41542806;41553915;41555635;41559847;41561644;41569746;41578528;41586987;41589592;41610025;41626703;41636661;41660561;41665452;41671530;41739456;41745601;41787283;41853227;41923034	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8224	0	0	0	0	0	0	0	0	0	0	0	0
NM_003688	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	41514936;41523951;41531007;41534706;41534893;41542691;41553719;41555600;41557032;41559779;41561559;41569668;41578340;41586907;41589515;41609904;41622617;41626604;41636578;41660439;41665277;41671428;41739384;41745524;41787178;41853115;41922930	41520596;41524034;41531209;41534786;41534958;41542806;41553915;41555635;41557100;41559847;41561644;41569746;41578528;41586987;41589592;41610025;41622634;41626703;41636661;41660561;41665452;41671530;41739456;41745601;41787283;41853227;41923034	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8296	7	8	2	0	2	1	6	2	6	1	5	0
NM_001039591	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	41085635;41123471;41129000;41131457;41134725;41136804;41140656;41140966;41141293;41143291;41144522;41148369;41150921;41152948;41162790;41165872;41167482;41168007;41169995;41170470;41171838;41183998;41184397;41186517;41187992;41189309;41196251;41196592;41197364;41198528;41201060;41205303;41210509;41214568;41215899;41217220;41218372;41219102;41223217;41224742;41225049;41229253;41229567;41230501;41232387	41086109;41123724;41129145;41131536;41134837;41137022;41140771;41141217;41141431;41143443;41144626;41148575;41151057;41153081;41162877;41166214;41167577;41168218;41170235;41170619;41171958;41184128;41184675;41186642;41188117;41189475;41196359;41196738;41197510;41198750;41201280;41205493;41210682;41214709;41216652;41217343;41218597;41219231;41223402;41224962;41225137;41229409;41229779;41230596;41236579	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12353	0	0	0	0	0	0	0	0	0	0	0	0
NM_000898	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	43766610;43768654;43769307;43775175;43778682;43780342;43781448;43793419;43795739;43797125;43802172;43803300;43838868;43843670;43882254	43767618;43768716;43769418;43775272;43778739;43780395;43781544;43793578;43795888;43797266;43802263;43803404;43839005;43843764;43882475	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2595	0	0	1	0	0	0	0	0	0	0	0	0
NM_025184	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	44147882;44163922;44176292;44178367;44229649;44232481;44235305;44242121;44248272;44248803;44250194;44261075;44272686;44312568;44343547	44148896;44164027;44176384;44178564;44229779;44232677;44235447;44242289;44248410;44248916;44250445;44261298;44272836;44312756;44343677	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3252	2	21	3	0	4	2	14	4	5	9	1	2
NM_001077445	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	46912276;46984884;46985713;46998120;47024724;47027892;47033621;47038949;47054158;47056082;47058167	46912340;46984940;46985792;46998277;47024914;47028103;47033788;47039065;47054628;47056199;47061242	+;+;+;+;+;+;+;+;+;+;+	4713	0	0	0	0	0	0	1	0	0	0	0	0
NM_032591	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	46599251;46613289;46620977;46631586;46635589;46643236;46648686;46651110;46651316;46653609;46662028;46662538;46669607;46672551;46679678;46682336;46758705	46607203;46613394;46621059;46631649;46635648;46643389;46648797;46651223;46651404;46653723;46662157;46662643;46669719;46672627;46679755;46682535;46759172	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10022	0	0	0	1	0	0	0	0	0	0	0	0
NM_001190417	chrX;chrX;chrX;chrX;chrX;chrX	46497725;46528350;46528783;46542073;46544501;46545371	46501335;46528445;46528909;46542116;46544611;46545457	-;-;-;-;-;-	4076	0	0	0	0	0	0	0	0	0	0	0	0
NM_001257291	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	46599251;46613289;46620977;46631586;46635589;46643236;46648686;46651110;46651316;46653609;46662016;46662538;46669607;46672551;46679678;46682336;46758705	46607203;46613394;46621059;46631649;46635648;46643389;46648797;46651223;46651404;46653714;46662157;46662643;46669719;46672627;46679755;46682535;46759172	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10025	0	0	0	0	0	0	0	0	0	1	0	0
NM_014735	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	46912433;46984884;46985713;46998120;47024724;47027892;47033621;47038949;47054158;47056082;47058167	46912719;46984940;46985792;46998277;47024914;47028103;47033788;47039065;47054628;47056199;47061242	+;+;+;+;+;+;+;+;+;+;+	4935	0	0	0	2	6	0	1	2	10	0	1	6
NM_001039891	chrX;chrX;chrX;chrX;chrX;chrX	46497725;46528335;46528783;46542073;46544501;46545371	46501335;46528445;46528909;46542116;46544611;46545457	-;-;-;-;-;-	4091	1	0	0	0	0	0	0	0	0	0	0	0
NM_001146291	chrX;chrX;chrX;chrX;chrX;chrX	46497725;46528350;46528783;46542073;46544501;46545371	46501332;46528445;46528909;46542116;46544611;46545457	-;-;-;-;-;-	4073	0	0	0	0	0	0	0	0	0	0	0	0
NM_153380	chrX;chrX;chrX;chrX;chrX	47446162;47455921;47456272;47467410;47482586	47449474;47456016;47456398;47467760;47482946	-;-;-;-;-	4248	0	0	0	0	0	0	0	0	0	0	0	0
NM_133499	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47571901;47574002;47574688;47575128;47576131;47576332;47576498;47577439;47604978;47605223;47606945;47607141;47619352	47572961;47574590;47574775;47575274;47576233;47576406;47576640;47577501;47605067;47605379;47607036;47607198;47619857	-;-;-;-;-;-;-;-;-;-;-;-;-	3172	0	0	0	0	0	0	0	0	0	0	0	0
NM_007137	chrX;chrX;chrX;chrX;chrX	47836902;47846105;47887999;47895845;47914924	47836987;47846321;47888125;47895940;47922256	+;+;+;+;+	7859	425	387	194	110	173	163	322	160	416	188	227	232
NM_007130	chrX;chrX;chrX;chrX;chrX	47446162;47455921;47456272;47467410;47482459	47449474;47456016;47456398;47467760;47482946	-;-;-;-;-	4375	3	2	2	0	1	0	2	2	2	1	1	1
NR_033924	chrX;chrX;chrX;chrX	47707191;47723527;47724558;47735834	47707385;47724336;47724654;47736628	+;+;+;+	1897	0	0	0	1	0	0	0	0	0	0	0	0
NM_006950	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47571901;47574002;47574688;47575128;47576131;47576332;47576498;47577439;47604978;47605223;47606945;47607141;47619352	47572999;47574590;47574775;47575274;47576233;47576406;47576640;47577501;47605067;47605379;47607036;47607198;47619857	-;-;-;-;-;-;-;-;-;-;-;-;-	3210	0	0	0	0	0	0	0	1	0	0	0	0
NM_000084	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	50067560;50069879;50072489;50075795;50080594;50081641;50085980;50086328;50088698;50090116;50090670;50092129	50067760;50070030;50072588;50075982;50080716;50081847;50086060;50086870;50088884;50090514;50090886;50099235	+;+;+;+;+;+;+;+;+;+;+;+	9505	0	0	0	0	0	0	0	0	2	0	0	0
NM_021123	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49341211;49342296;49342853;49345797;49529869;49560905;49561989;49562546;49565495;49568092;49570463;49571547;49572104;49575048;49577641	49341255;49342387;49342973;49345922;49529981;49560949;49562080;49562666;49565620;49568204;49570507;49571638;49572224;49575173;49577753	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1491	0	0	0	0	0	0	0	0	0	0	0	0
NM_001475	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49341190;49342296;49342853;49345797;49529869;49560884;49561989;49562546;49565495;49568092;49570442;49571547;49572104;49575048;49577641	49341255;49342387;49342973;49345922;49529985;49560949;49562080;49562666;49565620;49568208;49570507;49571638;49572224;49575173;49577757	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1566	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282163	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	50069501;50069879;50072489;50075795;50080594;50081641;50085980;50086328;50088698;50090116;50090670;50092129	50069744;50070030;50072588;50075982;50080716;50081847;50086060;50086870;50088884;50090514;50090886;50099235	+;+;+;+;+;+;+;+;+;+;+;+	9548	0	1	0	0	0	0	2	0	3	1	0	1
NM_001477	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49341210;49342296;49342853;49345797;49529869;49560904;49561989;49562546;49565495;49568092;49570462;49571547;49572104;49575048;49577641	49341255;49342387;49342973;49345922;49529985;49560949;49562080;49562666;49565620;49568208;49570507;49571638;49572224;49575173;49577757	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1506	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127199	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49322026;49342296;49342853;49345797;49529869;49532166;49533324;49533881;49536824;49539425;49541722;49542880;49543437;49546380;49548981;49551278;49552436;49552993;49555936;49558533;49560831;49561989;49562546;49565495;49568092;49570389;49571547;49572104;49575048;49577641;49579938;49581096;49581653;49584596;49587188	49322144;49342387;49342973;49345922;49529995;49532284;49533415;49534001;49536949;49539551;49541840;49542971;49543557;49546505;49549107;49551396;49552527;49553113;49556061;49558659;49560949;49562080;49562666;49565620;49568218;49570507;49571638;49572224;49575173;49577767;49580056;49581187;49581773;49584721;49587314	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4095	0	0	0	0	0	0	0	0	0	0	0	0
NM_003886	chrX;chrX;chrX;chrX;chrX;chrX	50190768;50192304;50196891;50197544;50198657;50200863	50191115;50194436;50196992;50197594;50198752;50201013	-;-;-;-;-;-	2881	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098405	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49341114;49342296;49342853;49345797;49529869;49532143;49533324;49533881;49536824;49539425;49541699;49542880;49543437;49546380;49548981;49551255;49552436;49552993;49555936;49558533;49560808;49561989;49562546;49565495;49568092;49570366;49571547;49572104;49575048;49577641	49341255;49342387;49342973;49345922;49529985;49532284;49533415;49534001;49536949;49539541;49541840;49542971;49543557;49546505;49549097;49551396;49552527;49553113;49556061;49558649;49560949;49562080;49562666;49565620;49568208;49570507;49571638;49572224;49575173;49577757	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3588	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098408	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49532177;49533324;49533881;49536824;49539425;49541733;49542880;49543437;49546380;49548981;49551289;49552436;49552993;49555936;49558533;49560842;49561989;49562546;49565495;49568092;49570400;49571547;49572104;49575048;49577641;49579949;49581096;49581653;49584596;49587188	49532284;49533415;49534001;49536949;49539541;49541840;49542971;49543557;49546505;49549097;49551396;49552527;49553113;49556061;49558649;49560949;49562080;49562666;49565620;49568208;49570507;49571638;49572224;49575173;49577757;49580056;49581187;49581773;49584721;49587304	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3384	0	0	0	0	0	0	0	0	0	0	0	0
NM_001474	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49341182;49342296;49342853;49345797;49529869;49560876;49561989;49562546;49565495;49568092;49570434;49571547;49572104;49575048;49577641	49341255;49342387;49342973;49345922;49529981;49560949;49562080;49562666;49565620;49568204;49570507;49571638;49572224;49575173;49577753	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1578	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098409	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49341150;49342296;49342853;49345797;49529869;49532177;49533324;49533881;49536824;49539425;49541733;49542880;49543437;49546380;49548981;49551289;49552436;49552993;49555936;49558533;49560842;49561989;49562546;49565495;49568092;49570400;49571547;49572104;49575048;49577641	49341255;49342387;49342973;49345922;49529985;49532284;49533415;49534001;49536949;49539541;49541840;49542971;49543557;49546505;49549097;49551396;49552527;49553113;49556061;49558649;49560949;49562080;49562666;49565620;49568208;49570507;49571638;49572224;49575173;49577757	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3382	0	0	0	0	0	0	0	0	0	0	0	0
NM_001476	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49341183;49342296;49342853;49345797;49529869;49560877;49561989;49562546;49565495;49568092;49570435;49571547;49572104;49575048;49577641	49341255;49342387;49342973;49345922;49529981;49560949;49562080;49562666;49565620;49568204;49570507;49571638;49572224;49575173;49577753	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1575	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127899	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49922615;49923407;49925171;50042316;50069879;50072489;50075795;50080594;50081641;50085980;50086328;50088698;50090116;50090670;50092129	49922792;49923741;49925314;50042462;50070030;50072588;50075982;50080716;50081847;50086060;50086870;50088884;50090514;50090886;50099235	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10108	0	0	0	0	0	0	0	0	3	1	1	0
NM_001127898	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49922615;49923407;49925171;50042316;50069879;50072489;50075795;50080594;50081641;50085980;50086328;50088698;50090116;50090670;50092129	49922792;49923482;49925314;50042462;50070030;50072588;50075982;50080716;50081847;50086060;50086870;50088884;50090514;50090886;50099235	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9849	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098410	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49532177;49533324;49533881;49536824;49539425;49541733;49542880;49543437;49546380;49548981;49551289;49552436;49552993;49555936;49558533;49579949;49581096;49581653;49584596;49587188	49532284;49533415;49534001;49536949;49539541;49541840;49542971;49543557;49546505;49549097;49551396;49552527;49553113;49556061;49558649;49580056;49581187;49581773;49584721;49587304	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2256	0	0	0	0	0	0	0	0	0	0	0	0
NM_001272102	chrX;chrX;chrX;chrX	49922615;49923407;49925171;50042316	49922792;49923482;49925314;50042541	+;+;+;+	624	0	0	0	0	0	0	0	1	0	0	0	0
NM_001098418	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49532177;49533324;49533881;49536824;49539425;49541733;49542880;49543437;49546380;49548981;49551289;49552436;49552993;49555936;49558533;49560842;49561989;49562546;49565495;49568092;49570400;49571547;49572104;49575048;49577641;49579949;49581096;49581653;49584596;49587188	49532284;49533415;49534001;49536949;49539541;49541840;49542971;49543557;49546505;49549097;49551396;49552527;49553113;49556061;49558649;49560949;49562080;49562666;49565620;49568208;49570507;49571638;49572224;49575173;49577757;49580056;49581187;49581773;49584721;49587304	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3384	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127345	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49532212;49533324;49533881;49536824;49539425;49541768;49542880;49543437;49546380;49548981;49551324;49552436;49552993;49555936;49558533	49532284;49533415;49534001;49536949;49539477;49541840;49542971;49543557;49546505;49549033;49551396;49552527;49553113;49556061;49558585	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1395	0	0	0	0	0	0	0	0	0	0	0	0
NM_020717	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	50591645;50598266;50602633;50607381;50627614;50633178;50638174;50695786;50813902	50596964;50598535;50602813;50608184;50627675;50635668;50638308;50695937;50814044	-;-;-;-;-;-;-;-;-	9558	3	0	0	0	0	0	1	1	0	0	0	0
NR_110382	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	51095836;51097898;51101054;51101269;51101411;51101557;51106669;51108951;51171328	51095997;51098050;51101148;51101330;51101446;51101617;51106746;51108972;51171400	-;-;-;-;-;-;-;-;-	742	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013742	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	50365407;50370426;50371724;50374971;50376024;50376758;50378098;50378578;50379627;50379981;50382496;50384168;50384720;50386358;50387554;50388527;50390328;50391437;50392341;50393152;50401037;50403061;50403491;50404049;50420403;50422446;50424248;50470034	50369019;50370549;50371834;50375057;50376165;50376918;50378232;50378691;50379734;50380077;50382603;50384264;50384824;50386586;50387653;50388618;50390409;50391576;50392449;50393335;50401139;50403183;50403597;50404184;50420507;50422526;50424358;50470738	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7409	0	0	0	0	0	0	0	0	0	0	0	0
NR_027121	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	50591645;50595698;50598266;50602633;50607381;50627614;50633178;50638174;50695786;50813902	50592144;50596964;50598535;50602813;50608184;50627675;50635668;50638308;50695937;50814044	-;-;-;-;-;-;-;-;-;-	6005	0	0	0	0	0	0	0	0	0	0	0	0
NM_001146702	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	53191321;53193498;53193782;53194139;53194931;53195231;53195916;53196686;53197771;53198490;53198764;53198977;53201550;53201854;53210414;53210676;53211497;53211787;53214689;53215795;53216074;53217143;53217796;53224740	53192837;53193636;53193851;53194738;53195068;53195410;53196054;53197044;53197876;53198637;53198888;53199158;53201744;53201973;53210576;53210857;53211655;53211906;53214847;53215976;53216197;53217277;53217966;53225422	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6096	0	0	0	0	0	0	0	0	0	0	0	0
NM_004187	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	53191321;53193437;53193773;53194139;53194931;53195231;53195916;53196686;53197771;53198490;53198764;53198977;53201550;53201854;53210414;53210676;53211497;53211787;53214689;53215795;53216074;53217143;53217796;53218276;53220839;53224740	53193332;53193636;53193851;53194738;53195068;53195410;53196054;53197044;53197876;53198637;53198888;53199158;53201744;53201973;53210576;53210857;53211655;53211906;53214847;53215976;53216197;53217277;53217966;53218398;53220916;53225422	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6862	0	0	0	0	0	0	0	0	0	0	0	0
